enota,leto,spremenljivka,vrednost
516,2005,Capital city population (thousands),268
516,2005,Capital city population (as a percentage of total population),13.2
516,2005,Capital city population (as a percentage of total urban population),36.1
516,2010,Urban population (percent),41.6
516,2010,Urban population (percent growth rate per annum),3.9
516,2010,Rural population (percent growth rate per annum),-0.3
516,2010,Capital city population (thousands),314
516,2010,Capital city population (as a percentage of total population),14.5
516,2010,Capital city population (as a percentage of total urban population),34.7
516,2015,Urban population (percent),46.9
516,2015,Urban population (percent growth rate per annum),4.6
516,2015,Rural population (percent growth rate per annum),0.3
516,2015,Capital city population (thousands),368
516,2015,Capital city population (as a percentage of total population),15.2
516,2015,Capital city population (as a percentage of total urban population),32.3
516,2018,Urban population (percent),50.0
516,2018,Capital city population (thousands),404
520,2005,Urban population (percent),100.0
520,2005,Urban population (percent growth rate per annum),0.2
520,2005,Rural population (percent growth rate per annum),0.0
520,2010,Urban population (percent),100.0
520,2010,Urban population (percent growth rate per annum),-0.2
520,2010,Rural population (percent growth rate per annum),0.0
520,2015,Urban population (percent),100.0
520,2015,Urban population (percent growth rate per annum),2.3
520,2015,Rural population (percent growth rate per annum),0.0
520,2018,Urban population (percent),100.0
520,2018,Capital city population (thousands),11
524,2005,Urban population (percent),15.1
524,2005,Urban population (percent growth rate per annum),4.0
524,2005,Rural population (percent growth rate per annum),1.1
524,2005,Capital city population (thousands),790
524,2005,Capital city population (as a percentage of total population),3.1
524,2005,Capital city population (as a percentage of total urban population),20.3
524,2010,Urban population (percent),16.8
524,2010,Urban population (percent growth rate per annum),3.1
524,2010,Rural population (percent growth rate per annum),0.7
524,2010,Capital city population (thousands),965
524,2010,Capital city population (as a percentage of total population),3.6
524,2010,Capital city population (as a percentage of total urban population),21.3
524,2015,Urban population (percent),18.6
524,2015,Urban population (percent growth rate per annum),3.2
524,2015,Rural population (percent growth rate per annum),0.7
524,2015,Capital city population (thousands),"1,179"
524,2015,Capital city population (as a percentage of total population),4.1
524,2015,Capital city population (as a percentage of total urban population),22.2
524,2018,Urban population (percent),19.7
524,2018,Capital city population (thousands),"1,330"
528,2005,Urban population (percent),82.6
528,2005,Urban population (percent growth rate per annum),2.0
528,2005,Rural population (percent growth rate per annum),-5.2
528,2005,Capital city population (thousands),"1,025"
528,2005,Capital city population (as a percentage of total population),6.3
528,2005,Capital city population (as a percentage of total urban population),7.6
528,2010,Urban population (percent),87.1
528,2010,Urban population (percent growth rate per annum),1.4
528,2010,Rural population (percent growth rate per annum),-5.6
528,2010,Capital city population (thousands),"1,065"
528,2010,Capital city population (as a percentage of total population),6.4
528,2010,Capital city population (as a percentage of total urban population),7.3
528,2015,Urban population (percent),90.2
528,2015,Urban population (percent growth rate per annum),1.0
528,2015,Rural population (percent growth rate per annum),-5.1
528,2015,Capital city population (thousands),"1,106"
528,2015,Capital city population (as a percentage of total population),6.5
528,2015,Capital city population (as a percentage of total urban population),7.2
528,2018,Urban population (percent),91.5
528,2018,Capital city population (thousands),"1,132"
540,2005,Urban population (percent),64.0
540,2005,Urban population (percent growth rate per annum),2.4
540,2005,Rural population (percent growth rate per annum),0.7
540,2010,Urban population (percent),67.1
540,2010,Urban population (percent growth rate per annum),2.5
540,2010,Rural population (percent growth rate per annum),-0.3
540,2015,Urban population (percent),69.4
540,2015,Urban population (percent growth rate per annum),2.1
540,2015,Rural population (percent growth rate per annum),0.0
540,2018,Urban population (percent),70.7
540,2018,Capital city population (thousands),198
554,2005,Urban population (percent),86.3
554,2005,Urban population (percent growth rate per annum),1.5
554,2005,Rural population (percent growth rate per annum),0.9
554,2005,Capital city population (thousands),371
554,2005,Capital city population (as a percentage of total population),9.0
554,2005,Capital city population (as a percentage of total urban population),10.4
554,2010,Urban population (percent),86.2
554,2010,Urban population (percent growth rate per annum),1.1
554,2010,Rural population (percent growth rate per annum),1.4
554,2010,Capital city population (thousands),387
554,2010,Capital city population (as a percentage of total population),8.9
554,2010,Capital city population (as a percentage of total urban population),10.3
554,2015,Urban population (percent),86.3
554,2015,Urban population (percent growth rate per annum),1.1
554,2015,Rural population (percent growth rate per annum),0.8
554,2015,Capital city population (thousands),402
554,2015,Capital city population (as a percentage of total population),8.7
554,2015,Capital city population (as a percentage of total urban population),10.1
554,2018,Urban population (percent),86.5
554,2018,Capital city population (thousands),411
558,2005,Urban population (percent),55.9
558,2005,Urban population (percent growth rate per annum),1.6
558,2005,Rural population (percent growth rate per annum),1.0
558,2005,Capital city population (thousands),910
558,2005,Capital city population (as a percentage of total population),16.9
558,2005,Capital city population (as a percentage of total urban population),30.3
558,2010,Urban population (percent),56.9
558,2010,Urban population (percent growth rate per annum),1.6
558,2010,Rural population (percent growth rate per annum),0.8
558,2010,Capital city population (thousands),992
558,2010,Capital city population (as a percentage of total population),17.3
558,2010,Capital city population (as a percentage of total urban population),30.4
558,2015,Urban population (percent),57.9
558,2015,Urban population (percent growth rate per annum),1.5
558,2015,Rural population (percent growth rate per annum),0.7
558,2015,Capital city population (thousands),"1,027"
558,2015,Capital city population (as a percentage of total population),16.9
558,2015,Capital city population (as a percentage of total urban population),29.2
558,2018,Urban population (percent),58.5
558,2018,Capital city population (thousands),"1,048"
562,2005,Urban population (percent),16.2
562,2005,Urban population (percent growth rate per annum),3.7
562,2005,Rural population (percent growth rate per annum),3.6
